Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
sees,336,0.7,roman,sees,Mixed,Name/epithet requiring verification,Unknown,Page 179,Part 8,"1 b-25. Going along the path casually or engaged in a pil- grimage, 0 excellent BrahmaQas, if a man sees on the way a Tirtha or a temple or hears about it (he must visit it). If, out of delusion, the ...",sacred_place,"Pattern: se, Important: False, Confidence: 0.7"
Semen,326,0.8,roman,Semen,Mixed,Name/epithet requiring verification,Unknown,Page 160,Part 10,"e bowed down to the Lord, he (Siva) spoke to him thus: 76. ""Since you dropped out like the Sukra (Semen), 0 scion of the family of Bhrgu, you are Sukra on account of this act; you are my son. You can ...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.8"
Sakti,322,0.8,roman,Sakti,Mixed,Name/epithet requiring verification,Unknown,Page 145,Part 9,when seen. 18. In the north of the holy spot occupying the ground extending to that much is the Sakti Bahusuvar1_1akfi. On being worshipped she bestows gold. 19. In the north-west comer of the holy,proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sin,319,0.8,roman,Sin,Mixed,Name/epithet requiring verification,Unknown,Page 140,Part 9,"f the same Gotra as ~r.iitreya. The Pravaras of this goddess are Atreya, Arcaninasa and Syivigva. Sin ta ( 10th Devata above) is born of the same Gotra as Girgyiyar:ia. The Pravaras are (five): Bhirga",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Stationed,319,0.8,roman,Stationed,Mixed,Name/epithet requiring verification,Unknown,Page 208,Part 7,"e worshipper) shall be rid of all sins and be sanctified and honoured in the world of Vi~Qu. 77. Stationed to the west of Vasi~thaku1_14a, 0 eminent BrahmaQa, is the well-reput~d Sagara Km:i4a 1, the ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sacrificial,304,0.8,roman,Sacrificial,Mixed,Name/epithet requiring verification,Unknown,Page 98,Part 12,"ng them fighting thus, the Lord spoke to the Brahmai:ias: ""Even at the very outskirts of the Sala (Sacrificial Hall) the ill- advised Brahmal)as became angry. They began to fight and flee. The group o...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
sinner,302,0.7,roman,sinner,Mixed,Name/epithet requiring verification,Unknown,Page 238,Part 8,"Duricira was an inhabitant of a place on the banks of Gautami (Godivari), 0 Brihmal)as. He was a sinner, always engaged in ruthless actions. 6. 0 Brihmar,as, he lived in the company of Brihmal)a-slay-",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Cast,299,0.8,roman,Cast,Mixed,Name/epithet requiring verification,Unknown,Page 87,Part 5,"-born Lord, the creator of all the worlds. 79. This Tirtha Ma1,1ikan,ika consists of all Tirthas. Cast off your Ahalhklra (ego, pride) here and proceed along with all your followers. Naradasaid: 80.",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
capacity,298,0.7,roman,capacity,Mixed,Name/epithet requiring verification,Unknown,Page 372,Part 9,"arming Liilga found by me here. I shall worship it with respect in a manner befitting my financial capacity. Tell me the procedure for its worship, as Lord Mahe§vara becomes (equally) pleased when ado...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
Serve,294,0.8,roman,Serve,Mixed,Name/epithet requiring verification,Unknown,Page 187,Part 1,"me now, 0 Sankara. 25. Then Lord {Sankara} laughed and replied to Girija: M ahiideva said: 26. Serve me everyday, 0 Girija of excellent speech. Downloaded from https://www.holybooks.com",divine_epithet,"Pattern: se, Important: False, Confidence: 0.8"
spots,293,0.7,roman,spots,Mixed,Name/epithet requiring verification,Unknown,Page 397,Part 9,"of Rudridhyiya is sufficiently widespread in every village, on the banks of the rivers and sacred spots and shrines? We do not at all mind a thousand expiatory rites, but we are unable to bear the ver...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.7"
Sole,292,0.8,roman,Sole,Mixed,Name/epithet requiring verification,Unknown,Page 168,Part 5,"tearing the Daitya; obeisance to you, 0 Lion, the overlord of all the Devas; obeisance to you, 0 Sole Lion in the forest of the Vedintas. Obeisance to you, the Sole Lion in the cave (heart) of Yogins.",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
sinners,289,0.7,roman,sinners,Mixed,Name/epithet requiring verification,Unknown,Page 14,Part 9,"wicked. You are evil in action. You are malevolent in mind. You are always wrathful. You control sinners. Your (usual) form is domineering. But how have you assumed a gentle form? 0 lord, this is my d...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Capable,286,0.8,roman,Capable,Mixed,Name/epithet requiring verification,Unknown,Page 171,Part 7,"tness person- ally the glory of the Tirtha. After coming here Moon-god per- formed the pilgrimage. Capable of performing different kinds of miraculous acts, he propitiated Vi~QU in accordance with the...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
Separation,280,0.8,roman,Separation,Mixed,Name/epithet requiring verification,Unknown,Page 29,Part 19,"to the Wind, to the Dik,ita (the initiated one). Obeisance to Sam.yoga (Con- tact) and to Viyoga (Separation), to Dhatr (Creator), Kartr (Doer), Apahiirin or destroyer. 47. Obeisance to the Lord with ...",divine_epithet,"Pattern: se, Important: False, Confidence: 0.8"
shone,280,0.7,roman,shone,Mixed,Name/epithet requiring verification,Unknown,Page 370,Part 9,"that of the Sun adorned by a halo of excessive refulgence. His form and features were divine. He shone remarkably with divine garlands and clothes. 77. Devoutly he circumambulated his preceptor, the S",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Carry,276,0.8,roman,Carry,Mixed,Name/epithet requiring verification,Unknown,Page 74,Part 4,"l become united with the Brihmaoa, as well as with the other ladies. Go quickly, 0 excellent king. Carry out the in- struction given."" 74.80. On hearing these words or the Lord the king went back to h...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.8"
sought,274,0.7,roman,sought,Mixed,Name/epithet requiring verification,Unknown,Page 316,Part 9,"in their entirety, of even those who are born as Pulkasas, and whose real form is worthy of being sought by the Sruti. 96. That Lord with the crescent moon for his crest-jewel is our ultimate goal, on",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Subjects,272,0.8,roman,Subjects,Mixed,Name/epithet requiring verification,Unknown,Page 157,Part 5,"slow movement of the wind, the garment was moving slightly. In the midst there was the Lord of the Subjects (Brahma) who was eulogized by Gautama and other BrahminicaJ sages who knew the esoteric thin...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
spoken,272,0.7,roman,spoken,Mixed,Name/epithet requiring verification,Unknown,Page 337,Part 9,"328 CHAPTER ELEVEN IJ1abha 's Advice to Bhadrayu Sutasaid: Skanda Purar;ia 1-2. I have already spoken to you about the harlot named Pirigala. Due to the merit of the worship of Siva, after leaving off",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
Similarly,271,0.8,roman,Similarly,Mixed,Name/epithet requiring verification,Unknown,Page 301,Part 9,"in honey. Acamana should be offered again and the holy ablution be conducted by means of Mantras. Similarly a sacred thread, garments and ornaments should be offered. Pure sweet scents with eight anci...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.8"
Sea,270,0.8,roman,Sea,Mixed,Name/epithet requiring verification,Unknown,Page 267,Part 9,he terrible Kali age sets in. The excellent sacred place Gokall}a is on the shores of the Western Sea. 123-128a. There is no wonder that it bums the sins like Brihmal}a- slaughter. Those who have kill,proper_noun,"Pattern: se, Important: False, Confidence: 0.8"
Satisfaction,265,0.8,roman,Satisfaction,Mixed,Name/epithet requiring verification,Unknown,Page 301,Part 17,"). You are Vibhivari (night, excel- lent in lustre). You are Svahi. Your are Svadhi. You are Tufp (Satisfaction) You are Pusti (Nourishment). You are the god- dess of Suras. 20. 0 goddess, you are in ...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Special,264,0.8,roman,Special,Mixed,Name/epithet requiring verification,Unknown,Page 89,Part 6,"78 CHAPTER SEVEN Special Efficacy of the Gift of Lamps Nlrada said: ShndaPurll)a 1. 0 Lord, I am one who has fulfilled h",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
superior,264,0.7,roman,superior,Mixed,Name/epithet requiring verification,Unknown,Page 103,Part 9,":iu of unmeasured refulgence. Skanda said: 4. How can the Divine lake Parhpa, Campa and Gaya be superior to VaraQasi and how did Hari become a horse-faced one? lsvara said: 5-6. Here Lord Narayai:ia p...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Southern,258,0.8,roman,Southern,Mixed,Name/epithet requiring verification,Unknown,Page 83,Part 8,"great concentration of mind. There is a great mountain in the form of a Setu, 0 Bribma9a, in the Southern Sea. It is the sacred Gandhamidana worthy of being served even by Devas. There is a areat Tutb...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.8"
short,247,0.7,roman,short,Mixed,Name/epithet requiring verification,Unknown,Page 106,Part 9,"raction and absorp- tion'). Vi~r:iu is the lord of Yogins, Yoga personified. 46. Meditating for a short while within himself Hari was revealed to Dhi~ai:ia (Brhaspati). All the Devas went to the place...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
scents,243,0.7,roman,scents,Mixed,Name/epithet requiring verification,Unknown,Page 372,Part 9,"orship). The (idol) should be placed in a pure seat and worshipped with fresh and auspicious sweet scents and raw rice grains, wild flow- ers and leaves, incense and lamps. At the outset ash from fune...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
sight,242,0.7,roman,sight,Mixed,Name/epithet requiring verification,Unknown,Page 349,Part 9,"sword. He marched against the great warriors himself, display- ing his valour. 28. Merely at the sight of that dazzling sword that resembled the terrible tongue of the god of Death, the commanders of ...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Sleep,233,0.8,roman,Sleep,Mixed,Name/epithet requiring verification,Unknown,Page 9,Part 5,203 35. The Procedure of Preserving the Chariot 207 36. The Festival of the Lord's Retiring to Sleep 209 37. King Sveta Attains Salvation 214 38. The Great Efficacy of Nirmalya etc. 219 39. Fest,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Siddhis,232,0.8,roman,Siddhis,Mixed,Name/epithet requiring verification,Unknown,Page 71,Part 9,"ar,ya is said to be that which accords Siddhis (accomplishments) to Siddhas (or those desirous of Siddhis). CHAPTER EIGHT The Coming o/Vi-1~u Yudhi1thira said: 1. 0 holy lord, I do not feel fully sati",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Sixty,231,0.8,roman,Sixty,Mixed,Name/epithet requiring verification,Unknown,Page 241,Part 11,"hipped. Once they were counted as a hundred Parardhas (Parardha=one followed by seventeen zeros). Sixty crores of Liilgas are stationed within the waters of Ganga. 0 goddess, those Siddha Li1igas have",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Slcanda,230,0.8,roman,Slcanda,Mixed,Name/epithet requiring verification,Unknown,Page 289,Part 9,280 Slcanda Pura'}a on hearing from her son the favour of the Lord of the Daughter of the Mountain. She infor,divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
study,229,0.7,roman,study,Mixed,Name/epithet requiring verification,Unknown,Page 338,Part 9,"rituals. 23. 0 sinless one, be free from slothfulness in respect to the daily bath, Japa, Homa, study of the Vedas, libations to the ances- tors and the worship of cows'l gods and guests. 24. Scrupul",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Sambhu,227,0.8,roman,Sambhu,Mixed,Name/epithet requiring verification,Unknown,Page 409,Part 9,ru the woman became successful in making her mind pure. She frequently meditated on the person of Sambhu consisting of blissful consciousness. 104-106. She had her holy bath in the sacred waters regul...,divine_relation,"Pattern: sa, Important: False, Confidence: 0.8"
Sita,227,0.8,roman,Sita,Mixed,Name/epithet requiring verification,Unknown,Page 194,Part 9,"merit. On hearing it from his preceptor, he began the Yajiia on a large scale. On that occasion, Sita joyously intimated to him: ""O dear lord, formerly some BrihmaQas who had mastered the Vedas had b",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
status,224,0.7,roman,status,Mixed,Name/epithet requiring verification,Unknown,Page 284,Part 9,"ans of this worship of Sankara on every Caturda§i day, 0 lady of fair face, that I will retain the status of a king during seven successive births. This merit has been acquired merely by watching the ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.7"
Sarilbhu,222,0.8,roman,Sarilbhu,Mixed,Name/epithet requiring verification,Unknown,Page 409,Part 9,"illuminated by opposite quali- ties, 0 glorious Mahesa, direct your kind glance towards me. 108. 0 Sarilbhu who have made the moon your crest jewel, 0 lord of quiescent form, 0 holder of Ganga, 0 lord...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
Storehouse,220,0.8,roman,Storehouse,Mixed,Name/epithet requiring verification,Unknown,Page 222,Part 19,"27-28. As time passed on, 0 Goddess (Gaur'i), the water began to dry up and evaporate slowly. The Storehouse of waters (the Sea) became aware of the fact that the (store of) waters are getting dwindle...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
sounds,216,0.7,roman,sounds,Mixed,Name/epithet requiring verification,Unknown,Page 192,Part 9,", Lord Rima returned along with his army and retinue. His auspicious arrival was announced by the sounds of musical instruments. He had his white umbrella raised aloft and was fanned by the people wit...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.7"
Svarga,215,0.8,roman,Svarga,Mixed,Name/epithet requiring verification,Unknown,Page 258,Part 7,"l worship Dev as and us (Pitrs) with the remnants (of Vi~r:iu worship). 24. Then you will attain Svarga with a divine body. Having en- joyed heavenly pleasures, you will get to the domain of Vi~~u. 25...",divine_epithet,"Pattern: sa, Important: False, Confidence: 0.8"
chariots,213,0.7,roman,chariots,Mixed,Name/epithet requiring verification,Unknown,Page 307,Part 9,"utensils, ten thousand elephants and hundred thousand blue horses. 149. He gave him thousands of chariots made of gold and very huge in size. (He gave him) a divine chariot also and a bow too comparab...",divine_epithet,"Pattern: cha_ca, Important: False, Confidence: 0.7"
